eval_imagenet_1k,"{'zeroshot_top1': 0.16344, 'zeroshot_top3': 0.38286, 'zeroshot_top5': 0.4961, 'zeroshot_top10': 0.62616}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00138, 'zeroshot_top3': 0.00416, 'zeroshot_top5': 0.0078, 'zeroshot_top10': 0.02052}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0058, 'zeroshot_top3': 0.02572, 'zeroshot_top5': 0.04776, 'zeroshot_top10': 0.10432}"
eval_imagenet_1k,"{'zeroshot_top1': 0.03834, 'zeroshot_top3': 0.13712, 'zeroshot_top5': 0.2219, 'zeroshot_top10': 0.36506}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00108, 'zeroshot_top3': 0.00322, 'zeroshot_top5': 0.00656, 'zeroshot_top10': 0.01686}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0767, 'zeroshot_top3': 0.27732, 'zeroshot_top5': 0.41126, 'zeroshot_top10': 0.588}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0, 'zeroshot_top3': 0.0, 'zeroshot_top5': 0.0, 'zeroshot_top10': 0.0}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00132, 'zeroshot_top3': 0.004, 'zeroshot_top5': 0.00762, 'zeroshot_top10': 0.01856}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73652, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.94748, 'zeroshot_top10': 0.97528}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73652, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.94748, 'zeroshot_top10': 0.97528}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73672, 'zeroshot_top3': 0.9126, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73672, 'zeroshot_top3': 0.91274, 'zeroshot_top5': 0.94744, 'zeroshot_top10': 0.97518}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73672, 'zeroshot_top3': 0.9126, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73686, 'zeroshot_top3': 0.91266, 'zeroshot_top5': 0.94746, 'zeroshot_top10': 0.97524}"
